user_location_city,travel_duration,days_in_advance,orig_destination_distance,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,clusters_2D
854,1.5,1.5,4121.957,2.0,0.0,1.5,1
876,3.345679012345679,51.24691358024691,1949.3247308641974,2.1728395061728394,0.32098765432098764,1.0617283950617284,1
878,3.473684210526316,59.63157894736842,1654.798947368421,2.1052631578947367,0.10526315789473684,1.0526315789473684,2
881,5.333333333333333,54.0,1343.7304000000001,2.6666666666666665,1.0,1.6666666666666667,2
892,2.142857142857143,71.42857142857143,1380.4272142857142,1.7142857142857142,0.2857142857142857,1.0,2
902,3.2032085561497325,53.32620320855615,1468.5459625668448,2.1390374331550803,0.5133689839572193,1.1711229946524064,1
905,4.0,119.0,1258.3157,2.0,1.0,1.0,2
909,2.0,6.0,2341.0938,1.0,0.0,1.0,1
916,2.5,7.5,132.23585,2.5,0.5,1.0,1
923,4.0,263.0,5385.9371,2.0,0.0,1.0,0
928,2.0,91.0,5166.4292,2.0,0.0,1.0,0
967,2.888888888888889,76.94444444444444,2670.6122444444445,1.9166666666666667,0.2222222222222222,1.0833333333333333,2
968,2.0,36.0,269.08259999999996,1.5,1.0,1.0,1
995,4.6,77.6,2868.248,2.4,0.5,1.2,2
1041,4.090909090909091,87.9090909090909,1938.1091363636363,2.272727272727273,0.18181818181818182,1.1818181818181819,2
1057,3.15,59.55,1690.7505549999998,2.4,0.75,1.15,2
1062,3.6666666666666665,69.33333333333333,1392.1041833333331,2.0,0.0,1.0,2
1070,2.1818181818181817,26.0,920.3998727272727,2.3636363636363638,0.8181818181818182,1.1818181818181819,1
1071,7.0,205.0,4157.5124,2.0,0.0,1.0,0
1112,3.0833333333333335,39.125,1893.6433291666665,1.7916666666666667,0.3333333333333333,1.0833333333333333,1
1142,2.75,27.0,736.4283250000001,2.5,0.0,1.0,1
1178,2.230769230769231,37.38461538461539,2398.539953846154,1.9230769230769231,0.5384615384615384,1.2307692307692308,1
1181,4.0,79.0,1773.6266,2.0,0.0,1.0,2
1208,5.0,90.0,804.8161,1.0,0.0,1.0,2
1233,3.6,51.1,1396.65857,2.1,0.0,1.0,1
1252,1.8571428571428572,30.714285714285715,567.6282714285715,2.5714285714285716,0.0,1.1428571428571428,1
1261,3.0,56.0,584.9405,2.0,0.0,1.0,1
1263,3.518867924528302,57.79245283018868,2389.769219811321,2.0660377358490565,0.6415094339622641,1.1132075471698113,2
1271,3.0,64.96875,2482.933059375,2.03125,0.34375,1.03125,2
1283,1.8333333333333333,16.166666666666668,1364.1326666666666,2.1666666666666665,0.16666666666666666,1.1666666666666667,1
1305,3.0,1.0,198.222,1.0,0.0,1.0,1
1330,2.6363636363636362,39.18181818181818,1502.4902727272727,1.6363636363636365,0.09090909090909091,1.0,1
1334,4.0,31.0,653.8536,2.0,0.0,1.0,1
1347,4.070588235294117,66.2,2294.776697647059,2.0588235294117645,0.49411764705882355,1.0705882352941176,2
1361,4.214285714285714,118.78571428571429,3982.566,2.2142857142857144,0.5714285714285714,1.0714285714285714,0
1368,3.0,80.0,4484.1382,2.0,3.0,1.0,0
1371,4.0,46.0,583.1666,2.0,0.0,1.0,1
1387,3.0,20.0,67.3385,1.0,0.0,1.0,1
1390,4.4,61.6,812.37526,1.6,0.2,1.0,1
1391,1.0,25.0,571.2289,2.0,2.0,1.0,1
1392,3.5,55.96153846153846,2148.58975,2.076923076923077,0.4230769230769231,1.0769230769230769,2
1417,3.0,14.0,522.4716,2.0,0.0,1.0,1
1437,3.0714285714285716,48.5,1591.544131122449,2.045918367346939,0.3163265306122449,1.086734693877551,1
1440,5.083333333333333,111.83333333333333,4096.561466666667,1.75,0.25,1.0,0
1441,3.0,17.5,1373.447475,1.5,0.0,1.0,1
1465,4.5,41.0,953.55085,2.0,1.0,1.5,1
1489,2.0,9.0,1011.1988,1.0,0.0,1.0,1
1499,5.25,66.75,3775.412525,2.0,0.0,1.5,0
1501,2.0,4.0,429.8271,2.0,1.0,1.0,1
1525,3.8333333333333335,62.833333333333336,1596.1303,1.8333333333333333,0.16666666666666666,1.0,2
1547,4.5,11.0,910.62835,1.5,0.0,1.0,1
1549,1.0,87.0,86.848,2.0,0.0,1.0,2
1586,1.7857142857142858,31.071428571428573,2384.713028571429,2.2857142857142856,0.21428571428571427,1.1428571428571428,1
1606,2.0,9.0,2371.2272,2.0,0.0,1.0,1
1637,1.5,45.5,3433.25965,1.5,0.0,1.5,2
1639,2.125,33.1875,2510.0934125,1.75,0.625,1.125,1
1658,3.5,50.7,1421.90463,2.1,0.2,1.0,1
1668,3.0,96.25,2641.766925,1.75,0.75,1.0,2
1702,3.3333333333333335,36.666666666666664,3329.268633333333,2.0,0.0,1.0,2
1706,5.0,3.0,506.3626,2.0,1.0,1.0,1
1716,4.705882352941177,116.17647058823529,1761.3782058823529,2.411764705882353,0.17647058823529413,1.1176470588235294,2
1724,2.0,67.5,1211.6564,2.0,0.0,1.0,2
1728,7.0,110.0,344.1972,3.0,7.0,2.0,2
1736,1.0,13.0,501.9108,1.5,0.0,1.0,1
1758,3.5555555555555554,29.555555555555557,1566.0232999999998,1.3333333333333333,0.0,1.0,1
1767,3.5,69.0,3360.9219,2.0,0.0,1.0,2
1784,2.9318181818181817,46.36363636363637,1363.436740909091,2.090909090909091,0.29545454545454547,1.0909090909090908,1
1786,2.7222222222222223,30.38888888888889,1554.6774722222221,2.0555555555555554,0.5555555555555556,1.0555555555555556,1
1794,4.388888888888889,57.72222222222222,2022.9078055555556,2.3333333333333335,0.5,1.1666666666666667,2
1800,10.0,27.0,1576.8551,2.0,0.0,1.0,1
1802,6.5,59.5,1832.73205,2.0,0.0,1.0,2
1803,3.5483870967741935,47.38709677419355,1825.9804806451614,1.967741935483871,0.4838709677419355,1.1290322580645162,1
1808,3.1875,58.4375,1326.7600625,1.8125,0.4375,1.125,1
1810,4.714285714285714,89.14285714285714,2079.0936142857145,1.8571428571428572,0.2857142857142857,1.0,2
1814,1.3333333333333333,12.333333333333334,551.0138333333333,1.6666666666666667,0.0,1.0,1
1829,2.0,10.0,6268.568,2.0,1.0,1.0,0
1834,2.7142857142857144,46.857142857142854,746.1305642857143,2.2142857142857144,0.35714285714285715,1.1428571428571428,1
1836,4.0,28.666666666666668,1377.3102666666666,2.3333333333333335,0.0,1.3333333333333333,1
1843,4.166666666666667,49.666666666666664,3994.1893333333337,1.8333333333333333,0.5,1.0,0
1850,4.875,56.75,2553.7450416666666,2.0833333333333335,0.3333333333333333,1.0416666666666667,2
1865,5.5,118.5,3831.1753,2.5,0.5,1.0,0
1868,4.0,28.0,973.1192,3.0,0.0,1.0,1
1872,2.0,28.5,611.3424,2.0,1.0,1.0,1
1896,3.25,63.666666666666664,1324.6720083333332,2.0,0.5416666666666666,1.0833333333333333,2
1921,2.142857142857143,50.714285714285715,1726.4166142857143,2.2857142857142856,0.0,1.0,1
1938,2.375,60.375,528.9817125,1.875,0.0,1.0,1
1966,2.0,28.0,356.416,2.0,0.0,1.0,1
1968,1.0,1.0,313.0764,4.0,0.0,2.0,1
1970,6.0,234.0,1504.9865,2.0,0.0,1.0,2
1982,1.0,84.0,3746.0542,3.0,0.0,1.0,2
1988,3.5,8.5,4641.2005500000005,2.0,1.5,1.0,0
1990,3.272727272727273,34.36363636363637,1659.8219454545456,1.5454545454545454,0.0,1.0,1
2030,3.1818181818181817,54.90909090909091,1227.4321545454545,2.272727272727273,0.5454545454545454,1.0,1
2037,3.308108108108108,55.7,1738.3529645945946,1.9648648648648648,0.3675675675675676,1.1,2
2048,2.0,189.0,9993.0246,2.0,0.0,1.0,0
2058,3.34375,75.46875,1608.0979625,1.96875,0.34375,1.25,2
2074,4.571428571428571,66.42857142857143,1020.1041714285714,1.8571428571428572,0.5714285714285714,1.0,2
2078,1.8333333333333333,20.666666666666668,438.40625,1.6666666666666667,0.0,1.0,1
2086,3.2344428364688858,47.54703328509407,1849.8158133140375,2.0520984081041966,0.42257597684515197,1.0911722141823443,1
2096,4.0807692307692305,52.08076923076923,1879.364826153846,2.0307692307692307,0.31153846153846154,1.1538461538461537,2
2113,2.769230769230769,60.07692307692308,752.6090307692308,2.1538461538461537,0.3076923076923077,1.2307692307692308,1
2124,3.0,115.0,1302.2983,2.0,0.0,1.0,2
2133,3.0,151.0,1194.66275,1.5,0.0,1.0,2
2136,2.0,40.666666666666664,2866.747033333333,1.6666666666666667,0.0,1.0,1
2140,3.75,142.0,2024.93095,1.5,0.0,1.0,2
2141,3.7083333333333335,48.916666666666664,1934.0549416666665,1.9583333333333333,0.2916666666666667,1.0416666666666667,1
2145,4.333333333333333,33.666666666666664,3195.4832666666666,1.8333333333333333,0.0,1.0,2
2172,1.0,13.0,1430.5562,1.0,0.0,1.0,1
2184,3.6666666666666665,46.666666666666664,940.8244,2.0,0.0,1.0,1
2185,2.838709677419355,52.645161290322584,1969.7996064516128,2.0,0.2903225806451613,1.096774193548387,2
2186,4.0,108.5,860.2745000000001,2.0,0.0,1.0,2
2189,4.0,56.0,2740.3549000000003,2.0,0.0,1.0,2
2203,4.5,114.0,3441.61475,3.0,0.5,1.5,2
2204,1.0,4.0,104.7421,2.0,0.0,1.0,1
2224,4.333333333333333,58.333333333333336,3049.580066666667,1.6666666666666667,0.0,1.0,2
2245,2.0,53.0,187.2079,4.0,0.0,2.0,1
2299,4.714285714285714,44.857142857142854,1817.3892142857144,1.8571428571428572,0.42857142857142855,1.0,1
2302,2.0,5.0,349.2761,3.0,0.0,1.0,1
2335,3.0,3.0,119.3274,2.0,0.0,1.0,1
2358,2.0,18.0,96.0126,1.0,1.0,1.0,1
2360,3.0294117647058822,34.205882352941174,2015.9589970588233,1.8529411764705883,0.14705882352941177,1.1764705882352942,1
2370,3.0,75.0,101.2478,2.0,0.0,1.0,1
2380,6.0,24.0,890.8825,2.0,2.0,1.0,1
2383,9.0,43.0,294.6876,1.0,0.0,1.0,1
2401,3.4,98.4,2337.40892,1.8,0.4,1.0,2
2403,2.0,6.0,1943.9195,2.0,0.0,1.0,1
2428,3.099009900990099,46.524752475247524,1953.8545876237624,1.9084158415841583,0.33910891089108913,1.0742574257425743,1
2429,4.0,90.4,4345.29466,2.4,0.6,1.2,0
2433,2.515151515151515,65.24242424242425,2119.6137999999996,2.1515151515151514,0.45454545454545453,1.0606060606060606,2
2450,4.545454545454546,50.09090909090909,1272.1065636363635,2.3636363636363638,0.09090909090909091,1.0909090909090908,1
2469,3.090909090909091,95.18181818181819,2279.048890909091,2.272727272727273,0.18181818181818182,1.0909090909090908,2
2484,4.666666666666667,85.66666666666667,3276.8467,2.6666666666666665,2.0,1.6666666666666667,2
2495,3.6973684210526314,61.651315789473685,1632.8253980263157,2.085526315789474,0.2631578947368421,1.0592105263157894,2
2511,3.1818181818181817,65.5909090909091,1572.6902363636364,2.090909090909091,0.5454545454545454,1.1363636363636365,2
2541,2.75,68.5,2457.994575,2.5,0.0,1.25,2
2554,1.0,28.5,689.3321,3.5,0.0,1.0,1
2556,4.0,31.0,1236.5698666666667,1.6666666666666667,0.0,1.0,1
2559,3.5,77.2,1931.45574,2.0,0.5,1.0,2
2592,3.6315789473684212,63.8421052631579,1993.5349105263158,2.263157894736842,0.3157894736842105,1.2105263157894737,2
2594,3.5714285714285716,27.285714285714285,3182.5448,1.2857142857142858,0.0,1.0,1
2601,8.0,34.0,4163.59975,2.5,0.0,1.0,0
2606,2.0,5.0,258.9407,2.0,0.0,1.0,1
2641,1.875,41.0,918.7049625,1.875,0.75,1.0,1
2665,2.2,34.2,2330.2254599999997,3.0,0.0,1.0,1
2670,7.0,22.0,1075.9864,2.0,0.0,1.0,1
2675,3.269230769230769,62.88461538461539,1487.4762153846154,2.076923076923077,0.19230769230769232,1.0384615384615385,2
2688,1.0,18.5,1668.08405,2.5,0.0,1.0,1
2695,6.0,224.0,7582.8857,2.0,2.0,1.0,0
2708,5.0,208.0,1979.4956,1.0,0.0,1.0,2
2715,6.5,26.0,1384.6134,2.5,0.5,1.0,1
2717,2.6666666666666665,40.5,1088.00675,2.1666666666666665,0.5,1.0,1
2725,3.875,49.625,2518.9295125,2.25,0.125,1.0,2
2734,3.0,99.0,1685.9314,2.0,0.0,1.0,2
2759,11.0,279.0,4196.311,2.0,0.0,1.0,0
2765,2.0,1.0,74.9631,2.0,0.0,1.0,1
2784,1.5,37.5,3661.3296,2.0,1.0,1.0,2
2787,1.5,28.0,827.221525,2.5,0.25,1.0,1
2789,14.0,78.0,472.3133,2.0,1.0,1.0,2
2804,2.625,26.875,2325.856275,1.75,0.375,1.0,1
2808,5.75,78.0,1296.4831749999998,2.5,0.0,1.25,2
2813,3.130434782608696,56.0,1655.8072130434782,2.0434782608695654,0.34782608695652173,1.0869565217391304,1
2815,6.0,65.5,1638.85585,2.0,0.5,1.0,2
2819,3.0,38.0,213.2827,2.0,1.0,1.0,1
2822,3.0454545454545454,39.22727272727273,1415.4497772727273,2.5454545454545454,0.5,1.2727272727272727,1
2823,6.0,141.0,4167.0078,2.0,0.0,1.0,0
2824,3.4615384615384617,68.0,2095.1723615384612,2.3846153846153846,0.6153846153846154,1.0769230769230769,2
2828,4.0,35.0,2432.2843,2.0,0.0,1.0,1
2829,3.0,74.5,875.57745,2.0,1.5,1.0,2
2839,3.75,31.5,3435.36315,1.75,0.0,1.0,2
2868,3.276595744680851,58.638297872340424,2086.0640872340423,2.0638297872340425,0.425531914893617,1.148936170212766,2
2870,2.0,5.0,177.0504,2.0,0.0,1.0,1
2871,2.75,67.625,1835.0493125,2.375,0.25,1.375,2
2875,2.357142857142857,54.0,867.8248571428572,2.1785714285714284,0.4642857142857143,1.1785714285714286,1
2876,2.5833333333333335,54.166666666666664,2336.0094833333333,2.0833333333333335,0.4166666666666667,1.1666666666666667,2
2882,2.84,43.24,1080.201844,1.8,0.32,1.0,1
2884,3.75,45.1875,1631.59438125,1.6875,0.0625,1.0,1
2894,1.0,52.0,6303.9044,1.0,1.0,1.0,0
2901,2.823529411764706,55.35294117647059,898.9483294117647,2.0588235294117645,0.6470588235294118,1.1176470588235294,1
2903,2.125,60.0,737.694975,2.0,0.375,1.0,1
2909,3.1666666666666665,102.0,1807.3770166666666,2.5,0.3333333333333333,1.1666666666666667,2
2924,3.0,106.0,2249.9077714285713,1.8571428571428572,0.14285714285714285,1.1428571428571428,2
2933,2.0,39.3,2970.5399700000003,1.4,0.6,1.1,1
2944,7.0,52.0,1835.4643,2.0,0.0,1.0,2
2945,3.8333333333333335,41.5,732.9813,1.5,0.0,1.0,1
2966,3.3684210526315788,57.94736842105263,1284.2216894736841,2.3684210526315788,0.47368421052631576,1.2105263157894737,1
2987,4.0,33.333333333333336,2390.736066666667,1.6666666666666667,0.3333333333333333,1.0,1
3034,5.5,82.0,1937.7334500000002,2.0,0.0,1.0,2
3043,1.0,118.0,1016.1834,2.0,0.0,1.0,2
3053,4.5,139.0,3592.00295,3.0,0.0,1.5,2
3059,8.0,55.0,5126.8451,2.0,0.0,1.0,0
3062,2.8181818181818183,57.72727272727273,1792.2828545454543,1.6363636363636365,0.18181818181818182,1.0,2
3064,1.0,1.0,90.4518,2.0,2.0,1.0,1
3067,3.382978723404255,64.68085106382979,1618.8758329787233,2.106382978723404,0.3617021276595745,1.0638297872340425,2
3090,2.0,2.5,201.1107,1.5,1.0,1.0,1
3134,6.0,175.5,1851.7945,2.0,0.0,1.0,2
3154,1.5,6.5,211.57125,2.0,0.0,1.0,1
3162,2.0,1.0,587.2992,1.0,0.0,1.0,1
3168,2.0,277.0,4000.9598,1.0,0.0,1.0,0
3175,2.3333333333333335,52.0,640.1845666666667,3.3333333333333335,0.3333333333333333,1.3333333333333333,1
3177,3.0,50.857142857142854,1174.7713999999999,1.7142857142857142,0.7142857142857143,1.0,1
3201,3.0,130.0,4348.0695,2.0,0.0,1.0,0
3263,2.838235294117647,54.19117647058823,1239.5659338235293,2.0294117647058822,0.25735294117647056,1.0735294117647058,1
3279,3.0,91.75,1088.493675,2.25,0.0,1.25,2
3286,2.0,26.5,530.985,1.5,1.5,1.0,1
3293,1.0,104.0,1241.6876,2.0,1.0,1.0,2
3299,3.0,21.5,2899.17105,2.0,0.5,1.0,1
3300,3.2,63.35,2794.755175,1.9,0.1,1.1,2
3302,6.0,62.0,1848.3594,2.0,0.0,1.0,2
3303,2.0,23.0,179.3106,2.0,0.0,1.0,1
3307,2.3333333333333335,155.0,1229.0284333333334,2.6666666666666665,0.0,1.0,2
3330,1.0,24.0,1052.1276,3.0,0.0,1.0,1
3343,2.4,23.8,1095.52928,2.4,0.4,1.4,1
3366,3.0,314.0,8431.7426,2.0,0.0,1.0,0
3368,4.0,107.0,2090.6710000000003,2.0,0.0,1.0,2
3372,7.0,1.0,105.5072,2.0,0.0,1.0,1
3374,5.0,60.0,647.3566,2.0,1.0,1.0,1
3377,7.0,56.0,1599.2377,5.0,0.0,2.0,2
3380,2.0,3.0,1040.4984,1.0,1.0,1.0,1
3384,5.0,44.5,4779.77865,2.0,0.0,1.0,0
3392,3.4,25.0,4228.21044,2.6,0.0,1.2,0
3395,3.75,28.25,731.515625,2.25,0.0,1.0,1
3396,3.0,33.0,918.8007499999999,2.0,1.0,1.0,1
3404,2.2222222222222223,61.0,804.9839444444444,1.6666666666666667,0.6666666666666666,1.0,1
3420,4.0,48.25,1833.8115000000003,3.5,0.0,1.5,2
3434,5.0,77.0,726.81545,2.0,0.0,1.0,2
3437,1.0,3.0,69.3606,2.0,0.0,1.0,1
3457,4.0,41.0,2350.0005,2.5,0.5,1.5,1
3467,12.0,2.0,168.294,1.0,0.0,1.0,1
3470,3.75,30.75,1277.10845,1.75,0.5,1.0,1
3471,2.5,9.5,309.78189999999995,1.5,1.0,1.0,1
3491,1.6666666666666667,29.666666666666668,2007.6485000000002,2.0,0.3333333333333333,1.0,1
3492,4.724770642201835,102.89449541284404,4575.729062844037,2.0458715596330275,0.2981651376146789,1.114678899082569,0
3500,5.5,107.0,3230.1013,2.0,0.0,1.0,2
3515,2.75,51.75,461.377825,3.0,0.5,1.5,1
3517,1.0,6.0,653.2,2.0,0.0,1.0,1
3520,3.0,55.0,460.8321,2.0,0.0,1.0,1
3522,2.1666666666666665,30.5,857.9432999999999,1.8333333333333333,0.5,1.0,1
3527,3.0,71.16666666666667,673.4563166666667,2.6666666666666665,0.5,1.3333333333333333,2
3528,21.0,228.0,4055.5133,2.0,0.0,1.0,0
3532,5.2,80.0,1656.63904,2.0,0.6,1.0,2
3537,4.666666666666667,18.333333333333332,459.7357666666667,2.3333333333333335,0.0,1.0,1
3538,1.5714285714285714,44.142857142857146,1434.7517000000003,1.8571428571428572,0.5714285714285714,1.0,1
3539,2.9444444444444446,57.22222222222222,1028.3724499999998,2.111111111111111,0.7777777777777778,1.0555555555555556,1
3562,2.5,227.5,583.9493,1.5,0.0,1.0,2
3589,2.0,162.0,111.4677,1.0,0.0,8.0,2
3591,2.4545454545454546,37.09090909090909,1689.8826999999999,1.8181818181818181,0.0,1.1818181818181819,1
3592,4.111111111111111,57.55555555555556,2345.4439666666667,1.7777777777777777,0.0,1.0,2
3596,3.25,56.125,1533.22455,2.0,0.25,1.25,1
3602,3.0833333333333335,44.96296296296296,2178.1015166666666,2.0277777777777777,0.49074074074074076,1.0833333333333333,1
3608,2.2,46.4,603.7230400000001,1.8,0.0,1.0,1
3622,3.129032258064516,44.54838709677419,2475.173677419355,2.4193548387096775,0.1935483870967742,1.2258064516129032,2
3669,1.875,52.875,1921.4439750000001,2.125,1.625,1.125,1
3688,2.980769230769231,43.5,1445.439080769231,1.9038461538461537,0.11538461538461539,1.0576923076923077,1
3699,3.6,48.4,1505.8294799999999,2.0,0.0,1.2,1
3707,3.0,21.0,336.6397,2.0,0.0,1.0,1
3713,2.5,58.75,801.474375,1.75,0.0,1.0,1
3715,3.2666666666666666,53.0,1629.6918133333334,1.8,0.4666666666666667,1.0,1
3717,2.0,61.166666666666664,3181.9416333333334,1.8333333333333333,0.3333333333333333,1.0,2
3719,2.0,9.0,1203.7758,2.0,0.0,1.0,1
3721,4.0,5.0,1722.3555,2.0,2.0,1.0,1
3736,2.4285714285714284,62.04761904761905,1040.741280952381,2.0476190476190474,0.38095238095238093,1.0952380952380953,1
3759,8.0,143.0,1006.7111,1.0,0.0,1.0,2
3776,2.0,2.0,73.67,2.0,0.0,1.0,1
3781,3.3181818181818183,85.68181818181819,1894.3642045454544,2.272727272727273,0.5454545454545454,1.1818181818181819,2
3793,5.666666666666667,68.66666666666667,5295.773666666667,2.0,1.0,1.0,0
3802,2.5,114.25,4103.74355,1.75,0.0,1.0,0
3804,2.375,45.625,2982.431525,2.75,0.125,1.5,2
3810,1.0,33.5,233.0082,3.0,0.5,1.0,1
3817,2.0,23.0,136.2479,3.0,0.0,1.0,1
3843,12.0,196.0,5453.0039,2.0,0.0,1.0,0
3851,4.428571428571429,72.28571428571429,1197.709942857143,1.7142857142857142,0.7142857142857143,1.0,2
3858,2.6666666666666665,9.333333333333334,2192.9947333333334,1.6666666666666667,0.0,1.0,1
3872,3.0,46.5,3067.305825,1.75,0.0,1.25,2
3885,3.0,85.0,342.6508,2.0,0.0,1.0,2
3894,2.0,34.0,1613.33865,2.0,0.0,1.0,1
3907,3.0,150.0,2946.0085,2.0,0.0,1.0,2
3912,4.0,4.0,5.7653,1.0,0.0,1.0,1
3929,5.0,84.0,1459.7823,2.0,1.0,1.0,2
3932,2.25,31.5,1156.640425,2.25,0.75,1.25,1
3937,2.0,39.0,152.9072,2.0,0.0,1.0,1
3941,2.6666666666666665,87.66666666666667,1190.9418,2.3333333333333335,0.0,1.6666666666666667,2
3942,3.0,38.5,1641.091375,2.0,0.25,1.0,1
3986,5.5,134.5,3054.8529,2.0,1.5,1.5,2
3988,5.5,185.0,1754.7238000000002,2.0,0.0,1.0,2
4036,4.0,40.666666666666664,1378.3404,1.6666666666666667,0.6666666666666666,1.0,1
4047,3.0,59.833333333333336,2702.6562166666668,1.5,0.16666666666666666,1.0,2
4055,4.0,63.666666666666664,1866.3384333333333,2.0,0.3333333333333333,1.0,2
4065,3.0833333333333335,62.666666666666664,1157.6579833333333,2.0833333333333335,0.75,1.1666666666666667,1
4118,3.4,25.6,1163.5409599999998,2.2,0.0,1.0,1
4145,3.8421052631578947,61.21052631578947,1491.8416368421051,2.1578947368421053,0.42105263157894735,1.2105263157894737,2
4178,2.6666666666666665,66.0,605.7350333333334,2.0,0.0,1.0,1
4187,2.6,8.0,381.613,2.0,0.4,1.2,1
4215,1.0,17.0,155.5486,3.0,0.0,1.0,1
4269,2.5714285714285716,24.714285714285715,1300.144942857143,2.142857142857143,0.5714285714285714,1.1428571428571428,1
4272,3.9423076923076925,52.30769230769231,2588.840765384615,2.173076923076923,0.4423076923076923,1.0384615384615385,2
